timestamp,writer,seq,session_id,elapsed_seconds,event_type,launch_address,oracle_price_usd,oracle_shock_pct,shock_path_id,launch_spot_eth,launch_spot_eth_wei,listing_spot_eth,listing_spot_eth_wei,price_after_creator_buy_eth,price_after_creator_buy_eth_wei,creator_buy_eth,creator_buy_impact_pct,route_side,route_eth,route_usdg,route_price_usd,route_pnl_usd,leverage_before,leverage_after,netted_from,netted_to,netted_usd,redeem_kind,redeem_shares,redeem_usdg_out,redeem_weth_out,redeem_peeled_pools,error_action,error_message,error_code,error_tx_hash
2026-09-02T17:34:38.392Z,ui,19,1788369410392-1kqp1f,1068,REDEEM,,,,,,,,,,,,,,,,,,,,,,,in-kind,"1,275.899177","2,693.25",0.000000,,,,,
2026-09-02T17:34:38.393Z,ui,20,1788369410392-1kqp1f,1068,REDEEM,,,,,,,,,,,,,,,,,,,,,,,in-kind,"2,130.523003","4,497.25",0.000000,,,,,
2026-09-02T17:34:38.860Z,ui,23,1788369410392-1kqp1f,1068,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x629F623a7BC875A20a0BA0498046b4fEbc252657"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x9b4d201017761322bece35",CALL_EXCEPTION,0x097568eb1bd18e6e9bdee5d4c346d3a11557785e43167d0011e1903fe1bbc32d
2026-09-02T17:34:38.861Z,ui,24,1788369410392-1kqp1f,1068,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0xEb1692858e26CF226DC12c0F27819806e545a8c2"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x9b4d201017761322bece35",CALL_EXCEPTION,0xf3083bb713bf846eb0aff4d72ee1c81b956469f028111b0fa4a859dda5d63947
2026-09-02T17:34:38.861Z,ui,25,1788369410392-1kqp1f,1068,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x17E5bAB878dB930Ff33c62117572ddC4258ade1c"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x9b4d201017761322bece35",CALL_EXCEPTION,0x4107982716cf1fa18acaef34a6046bb5d6d8a672e811daa2ef241e4b83bb738a
2026-09-02T17:34:38.860Z,ui,22,1788369410392-1kqp1f,1068,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x2D3e39abE154822Cbf9d89Bc65853dFfFbF3ddCD"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x9b4d201017761322bece35",CALL_EXCEPTION,0x91bcf2afe90bbb8925a8b6ca7616ad2c35f0adc957ef2e8ac01b48aee036837a
2026-09-02T17:34:38.861Z,ui,26,1788369410392-1kqp1f,1068,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x9AE9ed9CDc30Af8AD3f883d6AB9b8D10e077F38f"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x9b4d201017761322bece35",CALL_EXCEPTION,0xc1f5ec36a721b815cf3209dffe364f9080d9e3a78544c18db6b426d7445f720d
2026-09-02T17:34:39.406Z,ui,27,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x0c8bF3dA506dE12e71986FFf5Ce6a1D523D45BF2"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0xbf38807ea3420e6ab43530",CALL_EXCEPTION,0x684c208a275ea0c4f36d403f019a88bd96908da8b681aaa6f22d37530842c503
2026-09-02T17:34:39.623Z,ui,28,1788369410392-1kqp1f,1069,REDEEM,,,,,,,,,,,,,,,,,,,,,,,in-kind,"2,781.070880","5,870.60",0.000000,,,,,
2026-09-02T17:34:39.648Z,ui,29,1788369410392-1kqp1f,1069,REDEEM,,,,,,,,,,,,,,,,,,,,,,,in-kind,551.144240,"1,163.44",0.000000,,,,,
2026-09-02T17:34:39.837Z,ui,30,1788369410392-1kqp1f,1069,LAUNCH,0xde7aE84b805FC3e98361d3BFF2b1acDFa2Cd53fB,,,,0.000000002156249999,2156249999,0.000000034500000000,34500000000,0.000000011581231553,11581231553,0.0690,437.1000,,,,,,,,,,,,,,,,,,,
2026-09-02T17:34:39.851Z,ui,31,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x1eA1653BfE0065E2814eddd39890C0a08B60808F"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0xadfe0fe25de3f8e60f1d9f",CALL_EXCEPTION,0x1e511b5ae1c28a239ff89bd9a5b1478879b09b1a79c0f6e337a1ee6c19306bce
2026-09-02T17:34:39.851Z,ui,32,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x53E2E1a14f29382d23cE2DC278519D5799851de7"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x5a6b4a4a0e679d8cf2a895",CALL_EXCEPTION,0x1509bcde015f0bf1bfae2d764f7070d3db788548c54c799fb63a46ec5431445f
2026-09-02T17:34:39.851Z,ui,33,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x375ED9F1f5A0B34e64ff9468b699131E6bc8e774"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x5a6b4a4a0e679d8cf2a895",CALL_EXCEPTION,0x489662e3b9fcd51dcddfcb770f54fce631e7bdeaa9b13d97b12454eaf626b91f
2026-09-02T17:34:39.851Z,ui,34,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x8Be9646f30a81FEA4CBe65aEa7334031D64A5760"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x5a6b4a4a0e679d8cf2a895",CALL_EXCEPTION,0xc93f6c2918841e8340655de5a7a8fc9f284283700c55780f66b7e10a125167f3
2026-09-02T17:34:39.851Z,ui,35,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x519BC92423A5dE667744D463AaAf6a7fd3d8FC0d"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x5a6b4a4a0e679d8cf2a895",CALL_EXCEPTION,0x13e95d166c5a3b563a7c800bd116e0892c90c9e37dde3fb91d0e34e63a565ed6
2026-09-02T17:34:39.889Z,ui,37,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x2D3e39abE154822Cbf9d89Bc65853dFfFbF3ddCD"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0xf51d14a6f81f994cf51545",CALL_EXCEPTION,0xe610b0545e9042ec71730b586940f9f7a4a31a56bb6f8138f3bc5c19cad6b780
2026-09-02T17:34:39.851Z,ui,36,1788369410392-1kqp1f,1069,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x6556d7697cb7803BfD4333b6a31689F6f63448eE"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x5a6b4a4a0e679d8cf2a895",CALL_EXCEPTION,0x7e5c31eff541ae61a3150b8b41ebc9fa71ae1f81af2b3f2cea6b29fb89730bb8
2026-09-02T17:34:39.926Z,ui,38,1788369410392-1kqp1f,1070,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x383ee9F73D313Dfc66806a949B361F287E009A2A"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x43c93c691331439916559d",CALL_EXCEPTION,0xe197f4ddb12d437a3237d54ae916d6f7c72b662faf85daa967623efd5215d423
2026-09-02T17:35:05.735Z,ui,39,1788369410392-1kqp1f,1095,ERROR,0xde7aE84b805FC3e98361d3BFF2b1acDFa2Cd53fB,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x629F623a7BC875A20a0BA0498046b4fEbc252657"", ""to"": ""0xde7aE84b805FC3e98361d3BFF2b1acDFa2Cd53fB"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x67ec0d12adc9ea3358b3ae",CALL_EXCEPTION,0x8f04159aa9fddb5c3bc9d0798b2051454606da1ed37eb236f3664935617cc2e9
2026-09-02T17:35:33.867Z,ui,40,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0xd96b4E6f8D573b81287eBD7b3c7e8FD70EDe2106"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x66664556cb16749b7849a30129802860858425ef62e3b55d0b23c63bc3ecbb4b
2026-09-02T17:35:33.870Z,ui,41,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x8AB7672CA878DA0Aa49F45a92dE67b6f10286115"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x2adfa19abf3417a3d2b5fd098f9f3398ec02a493dcd577b91aaf320cd8c4931f
2026-09-02T17:35:33.870Z,ui,42,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x107e6aEfad22f9a368D4fbACE819D2ed53ee3971"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x7b7f60b625c396c39b22ddb52cfc405165c009051afad87c608d9e4f3f5909ca
2026-09-02T17:35:33.870Z,ui,43,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x1d74de1cdB20C81A7793c5Cd57385Ba2Db9deCDD"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x31e2e80afd8beab63ef46971ead0203023a60ee52cf49835c0f463c9694831f7
2026-09-02T17:35:33.870Z,ui,44,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x90Ff0593958CdD27DC71deDEa54E6362517c5BED"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x73e0288b414915bb9a4bbe363b59b19b8a9fdde4592e1bf7b6bd66aa7a7ea0b7
2026-09-02T17:35:33.870Z,ui,45,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x3D77D2411E6F5070279447F817d8e243e5081081"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x17351753efba0aa660467145c60e249a763292c1e02f78e0884bc88db5a39ca7
2026-09-02T17:35:33.870Z,ui,46,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x99eb06103d61aeE9389A0f203e1b6594461400A3"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0xb95d5ec643c6b532afe88f9cc145a72ea6b15915dda51ec0a70522665952cdb9
2026-09-02T17:35:33.871Z,ui,47,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x0F803D42D2D50b1324A72422FA51ca7a7052923e"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x37d0487af77e128bb83540c15670d0311210040d96baccee8f3beeb2f2aa150c
2026-09-02T17:35:33.871Z,ui,48,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x93bf75d3370E94628790d0E50A2e77832507A475"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x14fe77b7f2856177f81c4783f566dc57d96ca659a81817baa3ec185a60a7c31e
2026-09-02T17:35:33.871Z,ui,49,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0x15068bF59FD3B8E4611f9456181b1bddEEC1Da61"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x2b1414b4b06d871981b40748e244e29a72450c12b0467ba36c3456df13c8faa4
2026-09-02T17:35:33.871Z,ui,50,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0xd0090dC2105299Aa1B1E8CFC0aa7F0d19553A555"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x0cca6656a4eb9e3883801f6d157a0e03720f909580980288c07db32b563acd44
2026-09-02T17:35:33.871Z,ui,51,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0xA659e65bc7de16F8A1B9cE48dc3B0eE499870899"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x706b4b78b319882ee350c20cd6fcf6bb1c33cbb04197476c286bf4971435c7a3
2026-09-02T17:35:33.871Z,ui,52,1788369410392-1kqp1f,1123,ERROR,0xbE2c683b28a76aF4b719271f7c14024d3830cD0D,,,,,,,,,,,,,,,,,,,,,,,,,,,autopilot curve trade,"transaction execution reverted | transaction execution reverted (action=""sendTransaction"", data=null, reason=null, invocation=null, revert=null, transaction={ ""data"": """", ""from"": ""0xc3513087EAa0215B8063E2887C463Bb4F2F97CBC"", ""to"": ""0xbE2c683b28a76aF4b719271f7c14024d3830cD0D"" }, receipt={ ""_type"": ""TransactionReceipt"", ""blobGasPrice"": ""1"", ""blobGasUsed"": null, ""blockHash"": ""0x8768a1c72ab51bc1ea334b",CALL_EXCEPTION,0x1890e2d3c08a6c099a892c74ac3ddda12f862150a1e6df6ec5471985f0f4b8f9
